"state","city","city_layoff"
"Alabama","Abbeville",755
"Alabama","Adger",872
"Alabama","Alabaster",451
"Alabama","Albertville",570
"Alabama","Alexander City",3520
"Alabama","Aliceville",170
"Alabama","Andalusia",789
"Alabama","Anniston",4526
"Alabama","Arab",724
"Alabama","Ardmore",29
"Alabama","Arley",134
"Alabama","Ashford",90
"Alabama","Ashland",210
"Alabama","Ashville",69
"Alabama","Athens",2141
"Alabama","Atmore",609
"Alabama","Attalla",316
"Alabama","Auburn",816
"Alabama","Axis",505
"Alabama","Bakerhill",15
"Alabama","Bay Minette",426
"Alabama","Bayou La Batre",90
"Alabama","Bessemer",1033
"Alabama","Birmingham",16548
"Alabama","Boaz",1774
"Alabama","Bon Air",114
"Alabama","Brantley",91
"Alabama","Brewton",160
"Alabama","Bridgeport",332
"Alabama","Brilliant",270
"Alabama","Brookwood",1304
"Alabama","Brundidge",297
"Alabama","Bucks",160
"Alabama","Butler",50
"Alabama","Calera",300
"Alabama","Castleberry",71
"Alabama","Centre",55
"Alabama","Centreville",296
"Alabama","Chapman",263
"Alabama","Chatom",237
"Alabama","Cherokee",550
"Alabama","Chickasaw",23
"Alabama","Citronelle",102
"Alabama","Clayton",403
"Alabama","Clio",91
"Alabama","Columbia",345
"Alabama","Columbiana",327
"Alabama","Coosa Pine",150
"Alabama","Coosa Pines",404
"Alabama","Cottondale",319
"Alabama","Courtland",1500
"Alabama","Cuba",149
"Alabama","Cullman",3016
"Alabama","Dadeville",113
"Alabama","Daleville",3359
"Alabama","Daphne",72
"Alabama","Decatur",4100
"Alabama","Demopolis",563
"Alabama","Dora",47
"Alabama","Dothan",2755
"Alabama","Double Springs",93
"Alabama","Dozier",130
"Alabama","Eastaboga",226
"Alabama","Elba",750
"Alabama","Elkmont",96
"Alabama","Enterprise",443
"Alabama","Eufaula",1466
"Alabama","Evergreen",287
"Alabama","Fairfield",6142
"Alabama","Fairhope",93
"Alabama","Fayette",1408
"Alabama","Florence",4013
"Alabama","Foley",350
"Alabama","Fort Deposit",232
"Alabama","Fort McClellan",112
"Alabama","Fort Payne",2728
"Alabama","Fort Rucker",2333
"Alabama","Frisco City",416
"Alabama","Fulton",143
"Alabama","Gadsden",3640
"Alabama","Gardendale",48
"Alabama","Geneva",980
"Alabama","Geraldine",70
"Alabama","Grant",93
"Alabama","Graysville",88
"Alabama","Green Pond",54
"Alabama","Greensboro",529
"Alabama","Greenville",1118
"Alabama","Grove Hill",70
"Alabama","Guin",196
"Alabama","Gulf Shores",101
"Alabama","Guntersville",169
"Alabama","Hackleburg",356
"Alabama","Haleyville",356
"Alabama","Hamilton",125
"Alabama","Hanceville",217
"Alabama","Hartselle",679
"Alabama","Heflin",310
"Alabama","Holly Pond",148
"Alabama","Hollywood",83
"Alabama","Holt",141
"Alabama","Homewood",1217
"Alabama","Hoover",824
"Alabama","Hueytown",281
"Alabama","Huntsville",11378
"Alabama","Irondale",136
"Alabama","Jackson",1075
"Alabama","Jacksonville",637
"Alabama","Jasper",516
"Alabama","Killen",35
"Alabama","LaFayette",86
"Alabama","Lafayette",349
"Alabama","Lanett",718
"Alabama","Leeds",134
"Alabama","Leroy",87
"Alabama","Lincoln",904
"Alabama","Lineville",160
"Alabama","Livingston",80
"Alabama","Luverne",156
"Alabama","Madison",877
"Alabama","Maplesville",231
"Alabama","Marion",391
"Alabama","Marshall Center",496
"Alabama","McCalla",293
"Alabama","McIntosh",126
"Alabama","Millport",250
"Alabama","Mobile",7210
"Alabama","Monroeville",773
"Alabama","Montevallo",51
"Alabama","Montgomery",5923
"Alabama","Moody",62
"Alabama","Moundville",172
"Alabama","Mount Meigs",55
"Alabama","Muscle Shoals",2366
"Alabama","Northport",334
"Alabama","Oakman",425
"Alabama","Oneonta",881
"Alabama","Opelika",3035
"Alabama","Opp",982
"Alabama","Orange Beach",40
"Alabama","Oxford",354
"Alabama","Ozark",870
"Alabama","Pelham",435
"Alabama","Pell City",438
"Alabama","Perdue Hill",167
"Alabama","Peterman",319
"Alabama","Phenix City",2267
"Alabama","Piedmont",647
"Alabama","Pine Hill",300
"Alabama","Pleasant Grove",175
"Alabama","Prattville",584
"Alabama","Prichard",116
"Alabama","Quinton",64
"Alabama","Rainbow City",119
"Alabama","Red Bay",273
"Alabama","Redstone Arsenal",1460
"Alabama","Reform",269
"Alabama","Roanoke",45
"Alabama","Robertsdale",475
"Alabama","Rockford",100
"Alabama","Rogersville",69
"Alabama","Russellville",710
"Alabama","Saraland",104
"Alabama","Scottsboro",1773
"Alabama","Selma",1811
"Alabama","Sheffield",66
"Alabama","Shorter",207
"Alabama","Silas",170
"Alabama","Slocomb",300
"Alabama","Snead",50
"Alabama","Spanish Fort",68
"Alabama","State Wide",648
"Alabama","State-Wide",491
"Alabama","Statewide",367
"Alabama","Steele",84
"Alabama","Stevenson",745
"Alabama","Sulligent",287
"Alabama","Sylacauga",2491
"Alabama","Talladega",771
"Alabama","Tallassee",82
"Alabama","Tanner",140
"Alabama","Taylor",215
"Alabama","Theodore",790
"Alabama","Thomasville",520
"Alabama","Townley",165
"Alabama","Triana",150
"Alabama","Troy",433
"Alabama","Trussville",651
"Alabama","Tuscaloosa",NA
"Alabama","Tuscumbia",232
"Alabama","Tuskegee",268
"Alabama","Union Springs",91
"Alabama","Valley",2981
"Alabama","Valley Head",343
"Alabama","Vance",675
"Alabama","Vernon",219
"Alabama","Vestavia Hills",75
"Alabama","Vienna",276
"Alabama","Wetumpka",1460
"Alabama","Winfield",706
"Alabama",NA,338
"Alaska","Anchorage",1643
"Alaska","Anchorage on Muldoon Road",167
"Alaska","Anchorage on Old Seward Hwy.",181
"Alaska","Anchorage,
Eagle River,
Wasilla & Soldotna",100
"Alaska","Anchorage, others",1234
"Alaska","Anchorage,Fairbanks,Denali National Park andHealy",149
"Alaska","Anchorage/
North Slope",130
"Alaska","Bethel and other Y-K Delta communities",300
"Alaska","Clear",171
"Alaska","Clear, AK",175
"Alaska","Eielson AFB",160
"Alaska","Fairbanks",196
"Alaska","Fairbanks, North Pole",185
"Alaska","Fort Greely",151
"Alaska","Girdwood",616
"Alaska","Juneau",258
"Alaska","Kenai",140
"Alaska","Kodiak",125
"Alaska","Mat-Su",102
"Alaska","Matanuska-Susitna Borough",182
"Alaska","Milne, Endicott, and Northstar
on the North Slope",92
"Alaska","Nome",130
"Alaska","North Slope",1074
"Alaska","North Slope, Kenai Peninsula, And Valdez",50
"Alaska","Prudhoe Bay",214
"Alaska","Prudhoe Bay/
Anchorage",261
"Alaska","Shemya Island",64
"Alaska","Soldotna,
Homer & Seward",149
"Alaska","Statewide",255
"Arizona","Agoura Hills",57
"Arizona","Alanta",51
"Arizona","Amado",103
"Arizona","Anaheim",201
"Arizona","Apache Junction",16
"Arizona","Arvada",56
"Arizona","Atlanta",246
"Arizona","Austin",NA
"Arizona","Bala Cynwyd",100
"Arizona","Battle Creek",180
"Arizona","Bellemont",116
"Arizona","Bellevue",84
"Arizona","Benson",9
"Arizona","Bethesda",261
"Arizona","Boulder",402
"Arizona","Boulder City",105
"Arizona","Brea",50
"Arizona","Bridgewater",319
"Arizona","Buffalo",51
"Arizona","Calabasas Hills",89
"Arizona","Carefree",NA
"Arizona","Casa Grande",446
"Arizona","Centerville",467
"Arizona","Chandler",2528
"Arizona","Charlotte",82
"Arizona","Chicago",56
"Arizona","Chino Valley",136
"Arizona","Cleveland",1226
"Arizona","Columbus",172
"Arizona","Coppell",83
"Arizona","Costa Mesa",NA
"Arizona","Dallas",132
"Arizona","Daphne",155
"Arizona","Dateland",15
"Arizona","Douglas",7
"Arizona","Ehrenberg",1
"Arizona","Eloy",108
"Arizona","Englewood",62
"Arizona","Fairfax",289
"Arizona","Falls Church",240
"Arizona","Flagstaff",520
"Arizona","Fort Huachuca",201
"Arizona","Fort Lauderdale",21
"Arizona","Fort Mohave",7
"Arizona","Framingham",60
"Arizona","Ft. Huachuca",107
"Arizona","Gallup",103
"Arizona","Gilbert",317
"Arizona","Glendale",903
"Arizona","Globe",1
"Arizona","Golden Valley",383
"Arizona","Goodyear",485
"Arizona","Googyear",145
"Arizona","Grand Canyon",978
"Arizona","Green Valley",315
"Arizona","Greer",89
"Arizona","Harvey",60
"Arizona","Hatboro",264
"Arizona","Hayden",432
"Arizona","Henderson",3
"Arizona","Herndon",58
"Arizona","Hoffman Estates",308
"Arizona","Houston",354
"Arizona","Irvine",325
"Arizona","Irving",150
"Arizona","Jacksonville",96
"Arizona","Kansas City",10
"Arizona","Kingman",321
"Arizona","Lake Havasu",50
"Arizona","Lake Havasu City",165
"Arizona","Lake Oswego",89
"Arizona","Lake havasu City",15
"Arizona","Las Vegas",1
"Arizona","Laveen",2198
"Arizona","Los Angeles",13
"Arizona","Luke AFB",63
"Arizona","Malvem",68
"Arizona","Marana",350
"Arizona","Mechanicsburg",90
"Arizona","Mesa",1645
"Arizona","Miami",32
"Arizona","Milwaukee",134
"Arizona","Miramar",61
"Arizona","Morgan Hill",1
"Arizona","Morristown",120
"Arizona","Mountain View",229
"Arizona","Murrieta",339
"Arizona","New Century",52
"Arizona","New York",52
"Arizona","Newport",275
"Arizona","Nogales",85
"Arizona","Oak Brook",132
"Arizona","Orlando",154
"Arizona","Page",6
"Arizona","Palo Alto",194
"Arizona","Parker",128
"Arizona","Payson",5
"Arizona","Peoria",216
"Arizona","Pheonix",10
"Arizona","Philadelphia",150
"Arizona","Phoenix",25414
"Arizona","Phoenix, Arizona",207
"Arizona","Phx",203
"Arizona","Pittsburgh",73
"Arizona","Prescott",78
"Arizona","Prescott Valley",196
"Arizona","Radnor",50
"Arizona","Sahuarita",137
"Arizona","Salinas",841
"Arizona","San Antonio",32
"Arizona","San Diego",160
"Arizona","San Francisco",165
"Arizona","San Luis",13
"Arizona","San Obispo",22
"Arizona","Sandy",400
"Arizona","Santa Clara",589
"Arizona","Santa Monica",314
"Arizona","Scottsdale",7579
"Arizona","Seattle",260
"Arizona","Sedona",466
"Arizona","Shelby",16
"Arizona","Shelton",135
"Arizona","Showlow",1
"Arizona","Sierra Vista",245
"Arizona","Snowflake",292
"Arizona","Somerton",191
"Arizona","Somerville",105
"Arizona","St. Louis",52
"Arizona","Stamford",108
"Arizona","Sun City",110
"Arizona","Surprise",109
"Arizona","Suwanee",195
"Arizona","Tampa",250
"Arizona","Tempe",3618
"Arizona","Tolleson",502
"Arizona","Tucson",NA
"Arizona","Walnut Creek",230
"Arizona","Warren",84
"Arizona","Washington",204
"Arizona","Wilcox",14
"Arizona","Wilmington",104
"Arizona","Witchita",38
"Arizona","Yuma",1657
"Arizona","Yuma Proving Ground",67
"Arizona","Yuma Proving grounds",8
"Arizona","jacksonville",11
"Arizona","kayenta",295
"Arizona","scottsdale",194
"Arizona","sedona",150
"Arizona",NA,92
"California","1 Adventist Health Way Roseville CA 95661",52
"California","1 City Blvd. Orange CA 92868",189
"California","1 City Blvd. West, Suite 1650 Orange CA 92868",51
"California","1 Facebook Way Menlo Park - facebook CA 94025",22
"California","1 Hacker Way Menlo Park CA 94025",453
"California","1 Hacker Way Menlo Park-1 hacker CA 94025",34
"California","1 Harrison St. San Francisco CA 94105",7
"California","1 Montgomery Tower, Floor 1100 San Francisco CA 94104",97
"California","10 Hacker Way Menlo Park CA 94025",32
"California","100 California, #1100 San Francisco CA 94111",57
"California","100 Cardinal Way Redwood City CA 94063",51
"California","100 Independence Drive Menlo Park-100 independence CA 94025",4
"California","100 Meadowcreek Drive #115 Corte Madera CA 94925",3
"California","100 North Sepulveda Blvd. El Segundo CA 90245",3
"California","100 Universal City Plaza, Bldg. 1440 Universal City CA 91608",37
"California","100 Universal City Plaza, Bldgs. 1440 and 1460 Universal City CA 91608",10
"California","1000 Coddington Ctr Santa Rosa CA 95401",1
"California","1000 Greenley Rd. Sonora CA 95370",25
"California","1000 Nut Tree Road Vacaville CA 95687",99
"California","1000 Redwood Shores Parkway, Third Floor Redwood City CA 94065",49
"California","1001 E. Imperial Hwy Suite A Brea CA 92821",3
"California","1001 El Camino Ave Corona CA 92879",198
"California","10020 Pacific Mesa Boulevard San Diego CA 92121",26
"California","1003 E. Brier Drive San Bernardino CA 92408",32
"California","101 California Street San Francisco CA 94111",152
"California","101 E. Sir Francis Drake Blvd. Larkspur CA 94939",3
"California","101 N. Brand Blvd. Glendale CA 91203",128
"California","101 Spear St. Suite 500 San Francisco CA 94105",108
"California","10159 Scripps Gateway Ct. San Diego CA 92131",49
"California","10174 Mason Ave Chatsworth CA 91311",6
"California","10181 Scripps Gateway Ct San Diego CA 92131",76
"California","1020 Center Drive Santa Rosa CA 95403",18
"California","1028 S San Fernando Blvd Burbank CA 91502",3
"California","10371 Culver Blvd. Culver City CA 90232",10
"California","1040 S. Vintage Ave., Bldg. A Ontario CA 91761",36
"California","1049 Linda Vista Avenue Mountain View CA 94043",1
"California","105 Constitution Dr. Menlo Park CA 94025",142
"California","105 Digital Dr Novato CA 94949",32
"California","105 E Glenoaks Blvd Glendale CA 91207",2
"California","1051 S A St Oxnard CA 93030",1
"California","10628 Science Center Drive Suite 200 San Diego CA 92121",92
"California","10668 Hickson St El Monte CA 91731",57
"California","107 West Colorado Blvd. Pasadena Retail Showroom Pasadena CA 91105",4
"California","10801 National Blvd, Suite 330 Los
 Angeles CA 90064",42
"California","10880 Thornmint Rd. San Diego CA 92127",1
"California","10886 Citrus Avenue Fontana CA 92337",19
"California","10912 Katella Ave Garden Grove CA 92804",105
"California","1095 Connecticut St. San Francisco CA 94107",66
"California","1098 Harrison Street San Francisco CA 94103",59
"California","110 E. Carson St. Carson CA 90745",67
"California","110 South G Street Perris CA 92570",97
"California","1100 Discovery Way Sunnyvale CA 94089",44
"California","1100 Elder Ave Menlo Park CA 94025",1
"California","1100 Enterprise Way Sunnyvale CA 94089",73
"California","1100 Magellan Drive Tehachapi CA 93561",13
"California","1100 Page Mill Road Palo Alto CA 94304",62
"California","1100 W. Artesia Blvd Compton CA 90220",105
"California","11001 Mildred St El Monte CA 91731",1
"California","11080 Cherry Avenue Fontana CA 92337",109
"California","111 McInnis Parkway San Rafael CA 94903",578
"California","111 W. Ocean Blvd., Ste. 1800 Long Beach CA 90802",63
"California","1111 Bay Blvd., Suite E Chula Vista CA 91911",11
"California","1111 Lockheed Mountain Way Bid. # 157 Sunnyvale CA 94086",54
"California","11149 N. Torrey Pines Rd. La Jolla CA 92037",101
"California","1117 E. Devonshire Avenue Hemet CA 92543",83
"California","112 Lakeview Canyon Road Thousand Oaks CA 91362",131
"California","112 Lakeview Canyon Road Westlake Village CA 91361",25
"California","112 Lakeview Canyon Westlake Village CA 91361",80
"California","1120 Enterprise Way Sunnyvale CA 94089",31
"California","11222 Flintkote Avenue San Diego CA 92121",1
"California","11233 San Fernando Road San Fernando CA 91340",71
"California","1135 N Highland Ave Los Angeles CA 90038",54
"California","1140 Enterprise Way Sunnyvale CA 94089",46
"California","1141 Eagle Vista Drive Los Angeles CA 90041",1
"California","1153 Valencia St. Los Angeles CA 90015",1
"California","1155 Coleman Avenue San Jose CA 95110",93
"California","1160 Enterprise Way Sunnyvale CA 94089",14
"California","11610 Ampine Fibreform Road Sutter Creek CA 95685",145
"California","117 Rancho Rd. Watsonville CA 95076",50
"California","11766 Wilshire Boulevard Los Angeles CA 90025",81
"California","1177 Gibraltar Drive Milpitas CA 95035",48
"California","11795 W Olympic Blvd Los Angeles CA 90064",4
"California","11798 Foothill Blvd. Sylmar CA 91342",2
"California","1180 Discovery Way Sunnyvale CA 94089",139
"California","1185 Campbell Avenue San Jose CA 95126",14
"California","119 Waterworks Way Irvine CA 92618",25
"California","11900 South St, Ste 118 Cerritos CA 90703",2
"California","12 Hacker Way Menlo Park CA 94025",139
"California","1200 9th Avenue San Francisco CA 94122",63
"California","1200 B Gale Wilson Blvd. Fairfield CA 94533",60
"California","1200 Mississippi Road San Francisco CA 94107",63
"California","12001 Euclid St. Garden Grove CA 92840",2
"California","1201 San Antonio Blvd. Mountain View CA 94043",2
"California","1201 Voyager Street Livermore CA 94551",350
"California","1203 West 20th Street Antioch CA 94509",22
"California","12070 Burke St Santa Fe Springs CA 90670",211
"California","121 North Guild Avenue Lodi CA 95240",1
"California","12105 E Waterfront Dr. Los Angeles CA 90094",162
"California","12121 Bluff Creek Drive, Suite E250 Playa Vista CA 90094",43
"California","122 Lindbergh Avenue Livermore CA 94551",162
"California","12209 Hesperia Road Suite E Victorville CA 92395",2
"California","12254 Bellflower Blvd. Downey CA 90242",1
"California","1231 E. Dyer Rd Suite 200 Santa Ana CA 92705",7
"California","1240 S Eliseo Dr Greenbrae CA 94904",14
"California","1242 Los Angeles St. Glendale CA 91204",56
"California","12427 North Main Street Rancho Cucamonga CA 91739",94
"California","12427 North Mainstreet Rancho Cucamonga CA 91739",74
"California","12459 Arrow Route Rancho Cucamonga CA 91739",48
"California","125 Constitution Drive Menlo Park-125 const CA 94025",16
"California","1268 N Avenue 50 Los Angeles CA 90042",3
"California","1280 Rancho Conejo Blvd. Thousand Oaks CA 91320",8
"California","12844 Excelsior Dr. Norwalk CA 90650",69
"California","12874 Florence Avenue Santa Fe Springs CA 90670",21
"California","12910 Mulberry Drive Whittier CA 90602",77
"California","130 Market Place San Ramon CA 94583",49
"California","1300 S Eliseo Dr Greenbrae CA 94904",4
"California","1300 Terra Bella Avenue Mountain View CA 94043",269
"California","13002 N Yorba Santa Ana CA 92705",27
"California","1302 9th St Modesto CA 95354",13
"California","13052 Newport Ave. Tustin CA 92780",3
"California","1310 Cantu-Galleano Ranch Rd. Mira Loma CA 91752",4
"California","13133 Innovation Drive, Suite 200 Victorville CA 92394",261
"California","1315 Chesapeake Terrace Sunnyvale CA 94089",1
"California","1320 N. Jefferson St. Anaheim CA 92807",5
"California","1324 Chesapeake Terrace Sunnyvale CA 94089",1
"California","1325-1327 Chesapeake Terrace Sunnyvale CA 94089",1
"California","1330 East Thurman Road Lodi CA 95240",1
"California","1331 Jason Way Santa Maria CA 93455",79
"California","1339 Moffett Park Drive Sunnyvale CA 94089",1
"California","1340 Storm Pkwy Torrance CA 90501",33
"California","1344 W Redondo Beach Blvd Gardena CA 90247",3
"California","135 Constitution Dr. Menlo Park CA 94025",60
"California","135 Constitution Drive Menlo Park-135 const CA 94025",3
"California","135 Woodland Ave. Woodland CA 95695",64
"California","1350 Park Ave Emeryville CA 94608",237
"California","1355 Market St #900 San Francisco CA 94103",10
"California","1355 Market St San Francisco CA 94103",784
"California","1400 16th Street San Francisco CA 94103",736
"California","1400 Reynolds Avenue, Suite 160 Irvine
 CA 92614",92
"California","1401 Garces Hwy Delano CA 93215",31
"California","1409 Walnut Grove Ave Rosemead CA 91770",1
"California","1410 Rocky Ridge Drive, Suite 250 Roseville CA 95661",108
"California","14192 Franklin Avenue Tustin CA 92780",21
"California","1420 N. Tamarind Avenue Rialto CA 92376",168
"California","14250 Arminta Street Panorama City CA 91402",76
"California","14425 Clark Avenue City of Industry CA 91745",103
"California","1450 Page Mill Rd. Palo Alto CA 94304",257
"California","14528 Bonelli St. City of Industry CA 91746",252
"California","14600 Myford Road Irvine CA 92606",86
"California","14613 Bar Harbor Road Fontana CA 92336",153
"California","1467 El Pinal Drive Stockton CA 95205",82
"California","14800 South Avalon Blvd. Gardena CA 90248",176
"California","1491 Stadium Way Los Angeles CA 90012",4
"California","14972 Sand Canyon Avenue Irvine CA 92618",21
"California","15 Hacker Way Menlo Park CA 94025",241
"California","150 Pico Blvd Santa Monica CA 90405",97
"California","150 Rose Orchard Way San Jose CA 95134",80
"California","1501 Mariposa Street, Suite 312 San
 Francisco CA 94107",82
"California","151 Factory Stores Dr. Camarillo CA 93010",61
"California","151 Oyster Point Blvd. #400 South San Francisco CA 94080",66
"California","151 Van Houten Ave. El Cajon CA 92020",6
"California","15130 Concord Circle Morgan Hill CA 95037",80
"California","15283 Pahute Ave. Victorville CA 92395",2
"California","1535 Rancho Conejo Blvd Newbury Park CA 91320",63
"California","1535 Rancho Conejo Blvd. Newbury Park CA 91320",5
"California","1538 E. Chapman Ave. Orange CA 92866",6
"California","15400 Sherman Way, Suite 400 Van Nuys CA 91406",100
"California","1545 W. Roosevelt St. Azusa CA 91702",41
"California","155 5th Street, 6th Floor San Francisco CA 94103",68
"California","155 S Milpitas Blvd Milpitas CA 95035",30
"California","15515 South Western Avenue Gardena CA 90249",90
"California","1555 Newton Street Los Angeles CA 90021",68
"California","1556 Disneyland Drive Downtown Disneyland Park Anaheim CA 92802",96
"California","157 Technology Drive Irvine CA 92618",38
"California","1575 S. Harbor Blvd. Suite 48 Fullerton CA 92832",12
"California","1600 E. St. Andrew Place Santa Ana CA 92705",295
"California","1600 East St. Andrew Place Santa Ana CA 92705",89
"California","1600 Lincoln Ave. Pasadena CA 91103",54
"California","1600 S. Azusa Avenue Unit 400 City of Industry CA 91748",117
"California","1600 S. Azusa Avenue, Unit 400 City of Industry CA 91748",117
"California","1600 W. 135th Street Gardena CA 90249",47
"California","1601 E. Olympic Blvd. Suite 315-318 Los Angeles CA 90021",52
"California","1601 Monte Vista Avenue Suite 275
 Claremont CA 91711",1
"California","16130 Sherman Way Van Nuys CA 91406",3
"California","1614 Redwood Highway Corte Madera Retail Showroom Corte Madera CA 94925",3
"California","1616 Donner Ave San Francisco CA 94124",50
"California","162 Jefferson Dr. Menlo Park CA 94025",77
"California","162 Jefferson Drive Menlo Park-162 jeffer CA 94025",8
"California","1625 Carroll Ave San Francisco San Francisco CA 94124",82
"California","1630 McCarthy Blvd. Milpitas CA 95035",61
"California","16350 Gothard Street Huntington Beach CA 92647",37
"California","16510 Via Esprillo San Diego CA 92127",10
"California","16530 Via Esprillo San Diego CA 92127",40
"California","1654 Sunnydale Avenue San Francisco CA 94134",65
"California","16550 Via Esprillo San Diego CA 92127",43
"California","1660 Scenic Avenue Costa Mesa CA 92626",9
"California","1660 Tide Ct. Woodland CA 95776",61
"California","16601 Hale Avenue Irvine CA 92606",51
"California","1670 Champagne Avenue Ontario CA 91761",80
"California","16761 Via Del Campo Ct. San Diego CA 92127",11
"California","1681 San Justo Rd. San Juan Bautista CA 95045",48
"California","16825 Via Del Campo Ct. San Diego CA 92127",3
"California","1695 South 7th St San Jose CA 95112",66
"California","16969 Mesamint St. San Diego CA 92127",47
"California","1697 Seabright Ave Long Beach CA 90813",100
"California","17 Hacker Way Menlo Park CA 94025",140
"California","170 West Tasman Drive San Jose CA 95134",371
"California","1700 Ocean Avenue Santa Monica CA 90401",321
"California","1701 San Pablo Avenue Berkeley CA 94702",5
"California","17010 Chatsworth St Granada Hills CA 91344",1
"California","1704 Automation Pkwy San Jose CA 95131",88
"California","17311 Nichols Lane Huntington Beach CA 92647",100
"California","17400 Laguna Canyon Road Suite 400
 Irvine CA 92618",40
"California","17411 E. Valley Blvd. City of Industry CA 91744",130
"California","17416 Colima Rd Rowland Heights CA 91748",3
"California","175 Commerce Circle Sacramento CA 95815",81
"California","1751 Kettering Street Irvine CA 92614",9
"California","1752 S. Clementine St. Anaheim CA 92802",19
"California","17585 Harvard Ave. Suite D Irvine CA 92614",12
"California","17600 Collier Ave S Lake Elsinore CA 92530",1
"California","17871 Von Karman Ave Irvine CA 92614",53
"California","180 Jefferson Drive Menlo Park-180 jeffer CA 94025",9
"California","180 OYSTER POINT BLVD South San Francisco CA 94080",49
"California","180 Rutherford Hill Road Rutherford CA 94573",206
"California","180 W. Merced Avenue Delano CA 93216",11
"California","1800 S. Grand Ave Santa Ana CA 92705",98
"California","181 Lynch Creek Way Petaluma CA 94954",274
"California","1810 Gillespie Way El Cajon CA 92020",10
"California","1814 Franklin St., Suite 700 Oakland CA 94612",35
"California","1815 Egbert Avenue San Francisco CA 94124",83
"California","18191 Von Karman Avenue Irvine CA 92612",29
"California","18200 Von Karman Avenue, Suite 300 Irvine CA 92612",204
"California","18285 Country Road 96 Woodland CA 95695",51
"California","18325 Mt. Baldy Circle Fountain Valley CA 92708",51
"California","1835 Chicago Avenue B Riverside CA 92507",136
"California","18369 Country Road 96 Woodland CA 95695",7
"California","1840 Century Park East, 6th Floor Los Angeles CA 90067",75
"California","1840 Victory Blvd. Glendale CA 91201",103
"California","18424 Oxnard Street Tarzana CA 91356",89
"California","185 Berry St #5000 San Francisco CA 94107",227
"California","185 Constitution Drive Menlo Park CA 94025",101
"California","18700 Ventura Boulevard, Suite #190
 Tarzana CA 91356",117
"California","1875 S. Bascom Avenue Suite 550
 Campbell CA 95008",86
"California","18800 Delaware St. Suite 800 Huntington Beach CA 92648",46
"California","18800 Delaware Street Suite 800 Huntington Beach CA 92648",110
"California","1885 Las Plumas Avenue San Jose CA 95133",331
"California","189 The Grove Dr. Los Angeles CA 90036",133
"California","19 Hughes Irvine CA 92618",305
"California","190 Jefferson Drive Menlo Park-190 jeffer CA 94025",1
"California","1900 Highway 99 Gridley CA 95948",78
"California","1900 Prairie City Drive Folsom CA 95630",343
"California","1900 Skyhawk St. Alameda CA 94501",63
"California","19062 Carp Circle Huntington Beach CA 92646",27
"California","1911 Lincoln Blvd Santa Monica CA 90405",2
"California","19200 S. Western Avenue Torrance CA 90501",33
"California","1931 Mokelumne Drive Antioch CA 94531",7
"California","1963 Rutan Dr. Livermore CA 94551",5
"California","199 Frank W. Circle Stockton CA 95206",91
"California","1990 Olivera Rd, Suite A Concord CA 94520",29
"California","1991 Tarob Ct. Milpitas CA 95035",26
"California","1992 Rockefeller Drive Suite 500 Ceres CA 95307",5
"California","2 Corporate Dr. South San Francisco CA 94080",94
"California","2 Corporate Dr., South South San Francisco CA 94080",51
"California","2 Embarcadero Center 7th Floor, Suite 104 San Francisco CA 94111",49
"California","2 Folsom St. San Francisco CA 94105",104
"California","20 Davis Drive Belmont CA 94002",100
"California","200 Cardinal Way 3rd Floor Redwood City CA 94063",1
"California","200 E. Baker Street, Suite 100 Costa Mesa CA 92626",36
"California","200 El Pueblo Road Scotts Valley CA 95066",83
"California","200 Jefferson Dr. Menlo Park CA 94025",94
"California","200 Jefferson Drive Menlo Park-200 jeffer CA 94025",1
"California","200 Lincoln Centre Drive San Mateo CA 94404",20
"California","200 Science Drive Moorpark CA 93021",17
"California","200 W. Pontiac Way Bldg 5 Clovis CA 93612",10
"California","200 W. Pontiac Way, Bldg 5 Clovis CA 93612",19
"California","2000 Maritime Street #100 Oakland CA 94607",52
"California","2001 East Dominguez Street Long Beach CA 90810",170
"California","2003 3rd St Norco CA 92860",1
"California","20054 Hawthorne Blvd. Torrance CA 90503",13
"California","2008 Martin Luther King Blvd. Riverside CA 92507",3
"California","201 Industrial Road San Carlos CA 94070",58
"California","2031 Dome Lane Mcclellan CA 95652",34
"California","20333 S. Normandie Avenue Local Omni-Hub Torrance CA 90502",79
"California","2039 Forest Avenue #201 San Jose CA 95128",14
"California","204 Odessa Avenue Pittsburg CA 94565",3
"California","2041 Factory Street Richmond CA 94801",611
"California","205 Technology Drive, Suite 200 Irvine CA 92618",9
"California","2055 Dublin Dr. San Diego CA 92154",127
"California","20639 South Fordyce Avenue Long Beach CA 90810",113
"California","2080 Enterprise Blvd. West Sacramento CA 95691",122
"California","210 Main Street Venice CA 90291",1
"California","2100 Saturn Street Monterey Park CA 91756",2
"California","2100 South Blosser Road Santa Maria CA 93458",56
"California","2101 Flotilla St. Montebello CA 90640",13
"California","211 Gateway Rd West, Suite 201 Napa CA 94558",11
"California","2111 W. Valley Blvd. Colton CA 92324",78
"California","21207 Hawthorne Blvd, Unit 107-41 Torrance CA 90503",2
"California","2122 N. Plaza Drive Visalia CA 93278",68
"California","21243 S Avalon Blvd Carson CA 90745",33
"California","2131 Crestview Lane Pittsburg CA 94565",5
"California","2150 S. Parco Avenue Ontario CA 91761",90
"California","21515 Hawthorne Blvd., Suite 200 Torrance CA 90503",152
"California","2159 Bay St. Los Angeles CA 90021",103
